freq original repeat narrow
20.3 0.337560014037 0.314335256415 0.577870594202
20.32625 0.311940402335 0.286203202155 0.542908831649
20.3525 0.270913170343 0.238518084056 0.496735879817
20.37875 0.205786965803 0.1620393177 0.432179130983
20.405 0.134862579702 0.186520247536 0.336159708823
20.43125 0.28071667797 0.379007292895 0.200467511857
20.4575 0.445363644148 0.308886681282 0.288718895163
20.48375 0.281927393702 0.145120761725 0.439240880996
20.51 0.119355717052 0.122885113358 0.235002531192
20.53625 0.192043072585 0.216741038804 0.424698310493
20.5625 0.277350181577 0.282418700403 0.686308294925
20.58875 0.323882547269 0.318066548139 0.817135526378
20.615 0.351571486901 0.340018308432 0.865630533117
20.64125 0.367017960751 0.353043236443 0.873979995722
20.6675 0.37694573201 0.362154558468 0.856735381784
20.69375 0.383505995481 0.369174419454 0.812037538886
20.72 0.38844560659 0.375618626873 0.729834182802
20.74625 0.392498040322 0.382383314311 0.60265954261
20.7725 0.395602070993 0.389623197676 0.440461211319
20.79875 0.395301568945 0.394715297409 0.272153789602
20.825 0.378544930576 0.382356815109 0.127485686527
20.85125 0.304675672386 0.30907894515 0.0500120045052
20.8775 0.143673875653 0.155280871765 0.103820075265
20.90375 0.150186897577 0.147351924788 0.162738431063
20.93 0.241102559729 0.183777712673 0.203272680107
20.95625 0.305551252026 0.0820047853974 0.235683962903
20.9825 0.282485166799 0.0717278335245 0.302302061439
21.00875 0.163282301307 0.0948748464355 0.328235092034
21.035 0.164520103398 0.10733972948 0.34294830723
21.06125 0.188741488939 0.110741673312 0.354372739541
21.0875 0.202801844252 0.107436752651 0.363493763355
21.11375 0.209012679669 0.0985262606244 0.370700198331
21.14 0.209604244859 0.0853407897343 0.376365992418
21.16625 0.204165151416 0.0687896816654 0.380773996401
21.1925 0.193418351183 0.0512993701417 0.384139849061
21.21875 0.177238458583 0.0357954648948 0.38665676595
21.245 0.159049941139 0.0242915031089 0.38848761096
21.27125 0.142739952531 0.0194463093504 0.389766836981
21.2975 0.13119881488 0.0209050997597 0.390568585507
21.32375 0.127016909636 0.0291825202403 0.391084453558
21.35 0.130185436351 0.0432385150468 0.39134171601
21.37625 0.14106293105 0.0631761892849 0.391495483087
21.4025 0.159536078174 0.0891301379128 0.391654131622
21.42875 0.185468807687 0.121371845596 0.391977129451
21.455 0.219759457431 0.161119252838 0.392660873972
21.48125 0.261942996131 0.208406472264 0.394124775951
21.5075 0.313543279118 0.26525430643 0.396683902567
21.53375 0.372453393072 0.330071507424 0.401019772531
21.56 0.437174291034 0.402157068278 0.408080235386
21.58625 0.500681568136 0.474371553886 0.41834104001
21.6125 0.550195608221 0.533085272788 0.427192131739
21.63875 0.573472790621 0.563961698955 0.400262259327
21.665 0.554698720539 0.549345028659 0.261596176487
21.69125 0.488533279821 0.485199052084 0.0989821209514
21.7175 0.382654975622 0.380201717805 0.020090300986
21.74375 0.360225297493 0.326420476772 0.0182693204802
21.77 0.569552195044 0.494755222406 0.0176286420235
21.79625 0.70599006647 0.689568716057 0.045848688095
21.8225 0.702825877153 0.740200966142 0.0691699310466
21.84875 0.650827486172 0.70678040443 0.123099466619
21.875 0.593843460084 0.658962694961 0.246718497264
21.90125 0.532409427044 0.60953501124 0.39662447532
21.9275 0.473951077738 0.560094974426 0.514582034047
21.95375 0.396090138473 0.50532475767 0.562829520042
21.98 0.287001208679 0.431883116584 0.558956583268
22.00625 0.266247157001 0.337414244769 0.524516527655
22.0325 0.486160378996 0.388304962683 0.452552443876
22.05875 0.53711350326 0.447721299823 0.406763821285
22.085 0.496870786119 0.434084285377 0.464910380665
22.11125 0.449722498957 0.389813680385 0.495451793417
22.1375 0.400875214072 0.360114336093 0.460604177099
22.16375 0.347676189379 0.314126580853 0.404664050975
22.19 0.282652379688 0.251082310504 0.317848852306
22.21625 0.203003871828 0.175931564001 0.338312846213
22.2425 0.15069412486 0.170085466971 0.496042043596
22.26875 0.2715194955 0.347351838543 0.556087760473
22.295 0.508837918773 0.572703871845 0.576204781743
22.32125 0.651262774661 0.669355623822 0.589843113996
22.3475 0.670342311457 0.664603417525 0.605865198381
22.37375 0.642805718703 0.631491161789 0.627163828889
22.4 0.609906234453 0.59818508462 0.654487392918
