sample_id,baseline_csv,comparison_csv,periodic_csv,nonperiodic_csv,response_channel,difference_mode,label_band_min_ghz,label_band_max_ghz,frequency_points,frequency_min_ghz,frequency_max_ghz,coupling_label_6_24ghz,max_abs_difference,baseline_mean_magnitude,comparison_mean_magnitude,periodic_mean_magnitude,nonperiodic_mean_magnitude
grid_05506_np_r04,E:\aris\meta\cst_coupling_model1\data\raw\nonperiodic\grid_05506_np_r04_same_center_szmax2_zmin1.csv,E:\aris\meta\cst_coupling_model1\data\raw\nonperiodic\grid_05506_np_r04_five_cell_szmax2_zmin1.csv,E:\aris\meta\cst_coupling_model1\data\raw\nonperiodic\grid_05506_np_r04_same_center_szmax2_zmin1.csv,E:\aris\meta\cst_coupling_model1\data\raw\nonperiodic\grid_05506_np_r04_five_cell_szmax2_zmin1.csv,"SZmax(2),Zmin(1)",magnitude_abs_diff,6.0,24.0,1001,6.0,24.0,0.18938352792641058,0.5849298844519564,0.551437721286319,0.3958945039822468,0.551437721286319,0.3958945039822468
