frequency_ghz,real,imag,magnitude,phase_deg,phase_unwrapped_deg
19.122,-0.020653432895644034,0.015352831828506927,0.0257346796274849,143.3745494474774,-576.6254505525226
19.14,-0.015477984397595483,-0.0009422988178314745,0.015506641418253529,-176.51613608646494,-536.5161360864648
19.158,-0.011609573559749946,-0.01845783263563559,0.021805361355510238,-122.16899612161697,-482.16899612161694
19.176,-0.009255777584319187,-0.03716062380109696,0.03829597080603963,-103.98634463767328,-463.9863446376733
19.194,-0.008641351166910465,-0.05699089705243896,0.05764230474947685,-98.62190526063137,-458.62190526063137
19.212,-0.010006564851917109,-0.07785657132270446,0.07849698744705423,-97.32382523284421,-457.32382523284423
19.229999999999997,-0.013604315029807674,-0.09962709927765606,0.10055165984661908,-97.77578113883915,-457.77578113883914
19.247999999999998,-0.019695717594761457,-0.12212702107856295,0.12370501432478942,-99.16134610020265,-459.16134610020265
19.266,-0.02854390545875994,-0.1451295410066164,0.14790989896430115,-101.12684485756249,-461.12684485756256
19.284,-0.04040579643209125,-0.1683505628617621,0.1731315696260613,-103.49626790121715,-463.49626790121715
19.302,-0.05552169676202883,-0.19144375294387608,0.1993323088527561,-106.17298952994346,-466.17298952994344
19.32,-0.07410276950565717,-0.21399731784444032,0.22646428524829906,-109.09989341051582,-469.09989341051573
19.338,-0.09631663229447755,-0.23553325814882317,0.2544657331562538,-112.2411290723008,-472.2411290723008
19.356,-0.12227164990959304,-0.25550984928900383,0.2832589618269889,-115.57297350731932,-475.5729735073193
19.374,-0.15200082808065815,-0.2733279631949349,0.3127497836953648,-119.07893977747949,-479.07893977747955
19.392,-0.18544654565012758,-0.2883415389735567,0.3428283307884632,-122.74705323671759,-482.7470532367176
19.409999999999997,-0.22244760559028412,-0.2998720143055882,0.3733713462446489,-126.56833771428131,-486.56833771428137
19.427999999999997,-0.2627301428861974,-0.30722584982943374,0.4042460275431528,-130.53604878119341,-490.5360487811935
19.445999999999998,-0.30590369307968973,-0.3097134678639354,0.43531540475395303,-134.6454269904669,-494.6454269904669
19.464,-0.3514631055916916,-0.3066670808719748,0.46644508045716904,-138.89386557813566,-498.89386557813566
19.482,-0.398795916108072,-0.29745413249180636,0.49751094826237696,-143.28145722074518,-503.2814572207452
19.5,-0.4471932351589203,-0.28148254752159113,0.5284072426936881,-147.8119336819376,-507.8119336819376
19.518,-0.4958601154718486,-0.25819379443012375,0.5590539236942891,-152.49405861732316,-512.4940586173232
19.536,-0.5439185632233393,-0.22703998641911055,0.589401865328005,-157.34359139537094,-517.343591395371
19.554,-0.5903923872365999,-0.18744203123141273,0.6194333587877628,-162.38602246085372,-522.3860224608537
19.572,-0.634156854612844,-0.13872770961268874,0.6491535208768711,-167.6604042046272,-527.6604042046272
19.59,-0.673825520073006,-0.08005326389561054,0.678564187503288,-173.22478098708964,-533.2247809870896
19.607999999999997,-0.7075280740133388,-0.010324749088733086,0.7076034030166687,-179.16395888197033,-539.1639588819703
19.625999999999998,-0.7325024604797323,0.07182998210189963,0.7360158972044157,174.3994198807982,-545.6005801192018
19.644,-0.7443845866991616,0.16789557483554443,0.7630840956045668,167.2896528270027,-552.7103471729973
19.662,-0.7360751990780129,0.2787357002696511,0.7870834068270968,159.2594108578527,-560.7405891421473
19.68,-0.6963186564312538,0.4024174026650417,0.8042384206576461,149.975466621446,-570.024533378554
19.698,-0.6093978891165519,0.5290436672794959,0.8070024715874464,139.03739218951694,-580.9626078104831
19.716,-0.4610122940042902,0.6320937144796633,0.7823520940777217,126.10483029414532,-593.8951697058546
19.733999999999998,-0.2586842477322048,0.6652828454971345,0.7138058591364608,111.24774809047751,-608.7522519095226
19.752,-0.05646037214716828,0.5906097818917772,0.5933023580681686,95.46069569285237,-624.5393043071476
19.77,0.06970001330070735,0.43074775441438945,0.43635045523885724,80.808541738917,-639.1914582610831
19.787999999999997,0.09375947641613684,0.25919690897694764,0.27563359200400844,70.11338779022277,-649.8866122097772
19.805999999999997,0.04904087943945054,0.12952754983992212,0.1385005199402812,69.2626575642212,-650.7373424357788
19.823999999999998,-0.021727731162666734,0.051549522070326,0.05594146518599729,112.8550527537255,-607.1449472462745
19.842,-0.09315451234577751,0.013765239156787094,0.09416605003621613,171.5943553856258,-548.4056446143742
19.86,-0.15515837746131667,0.0022788231530450043,0.15517511118536784,179.15855293109286,-540.8414470689072
19.878,-0.2054220982506443,0.00671660898589501,0.20553187413626814,178.12728863699576,-541.8727113630043
19.896,-0.2446409563396814,0.020374030842322078,0.24548787882817716,175.2393158036415,-544.7606841963584
19.914,-0.27438072075178177,0.039129279562006514,0.27715677952976164,171.88380689025834,-548.1161931097416
19.932,-0.29626232302414346,0.06048366130334232,0.3023733409682794,168.4613017462537,-551.5386982537462
19.95,-0.31170310484131336,0.08292282088468896,0.3225446012432838,165.10256852992651,-554.8974314700735
19.967999999999996,-0.32186800802186,0.10552598821215887,0.33872518178622746,161.84801840951388,-558.1519815904861
19.985999999999997,-0.3276909380369025,0.1277326334686833,0.3517058096255308,158.7043598122192,-561.2956401877808
20.003999999999998,-0.3299135958141705,0.1492030496039582,0.3620835963063738,155.6651926960183,-564.3348073039817
20.022,-0.3291234863165008,0.16973405902649985,0.3703132728363098,152.71914389507992,-567.2808561049201
20.04,-0.3257858462498203,0.18920712868850478,0.37674361993703354,149.85320200822756,-570.1467979917724
20.058,-0.32026888454904684,0.20755570791017586,0.381643197628865,147.0540574403875,-572.9459425596125
20.076,-0.3128631818680891,0.2247440729173017,0.3852184690277485,144.30856729450895,-575.691432705491
20.094,-0.30379637926044106,0.24075307629003415,0.38762647457941873,141.60381885388907,-578.396181146111
20.112,-0.2932441840354296,0.2555699703283037,0.3889834973417445,138.9269984679865,-581.0730015320136
20.13,-0.28133852603701826,0.26918047094107733,0.3893706359867705,136.2651552956479,-583.7348447043521
20.148,-0.26817351578997345,0.28156176533758726,0.3888368067341024,133.6048947259836,-586.3951052740164
20.165999999999997,-0.25380972484240477,0.29267540593875113,0.38739936714712114,130.93200931453177,-589.0679906854682
20.183999999999997,-0.23827724931718142,0.30245904733222556,0.38504223515775476,128.23104119683768,-591.7689588031623
20.201999999999998,-0.22157806252463302,0.3108157812296217,0.38171100017362647,125.48476405265497,-594.515235947345
20.22,-0.20368838344077891,0.31759935440392245,0.3773039987417389,122.67357616046175,-597.3264238395383
20.238,-0.18456234742748165,0.3225926884395955,0.3716575072867873,119.77481948955493,-600.225180510445
20.256,-0.16413953048919253,0.32547561480053244,0.36452182554546325,116.76211512206392,-603.2378848779362
20.274,-0.14236169238390942,0.32577517236522585,0.35552259335800795,113.60502396946562,-606.3949760305344
20.291999999999998,-0.11921047455538039,0.32278752594533683,0.34409725972409383,110.2699755624953,-609.7300244375047
20.31,-0.09479269851522791,0.31545379989103944,0.32938845692813046,106.72532845116031,-613.2746715488397
