sample_id,baseline_csv,comparison_csv,periodic_csv,nonperiodic_csv,response_channel,difference_mode,label_band_min_ghz,label_band_max_ghz,frequency_points,frequency_min_ghz,frequency_max_ghz,coupling_label_6_24ghz,max_abs_difference,baseline_mean_magnitude,comparison_mean_magnitude,periodic_mean_magnitude,nonperiodic_mean_magnitude
pilot_0070,E:\aris\meta\cst_coupling_model1\data\raw\nonperiodic\pilot_0070_same_center_szmax2_zmin1.csv,E:\aris\meta\cst_coupling_model1\data\raw\nonperiodic\pilot_0070_five_cell_szmax2_zmin1.csv,E:\aris\meta\cst_coupling_model1\data\raw\nonperiodic\pilot_0070_same_center_szmax2_zmin1.csv,E:\aris\meta\cst_coupling_model1\data\raw\nonperiodic\pilot_0070_five_cell_szmax2_zmin1.csv,"SZmax(2),Zmin(1)",magnitude_abs_diff,6.0,24.0,1001,6.0,24.0,0.37355874533438677,0.9766716529407773,0.8965608104437428,0.5245065609105323,0.8965608104437428,0.5245065609105323
